,licence_type,license_no,business_name,dba,street_address,zip_code,city,county,telephone_number,email,hours_of_operation,expiration_date
1790,Dispensary,DAAA-EDZX-1RYH,TROPIC CANNA LAWTON WEST LLC,TROPIC CANNA LAWTON WEST LLC,,73505,Lawton,Comanche,(580) 678-6795,jason.miller9271@gmail.com,Mon-Sun/9AM-2AM,2024-10-10
1791,Dispensary,DAAA-OYQW-GYI0,"HRE, LLC",The Hive Collective,235 NW 71st Street,73116,Oklahoma City,Oklahoma,(405) 849-6274,info@thehivecollective.com,8am - 4pm,2023-10-10
1792,Dispensary,DAAA-8PRK-GSDZ,Newtopia Holdings LLC,Newtopia Holdings LLC,2101 South Broadway Street,73160,Moore,Cleveland,(714) 949-4891,grey@hopemobile.org,N/A,2023-10-11
1793,Dispensary,DAAA-E2VV-D92S,RADIANT FORT 4 SOLUTIONS LLC,RADIANT FORT 4 SOLUTIONS LLC,,73505,LAWTON,Comanche,(580) 678-6795,tropiccanna.adm@gmail.com,,2023-10-11
1794,Dispensary,DAAA-FNNA-322D,"Emerald Consulting, LLC",Emerald Connection,,73047,HINTON,Caddo,(405) 824-3600,matthungerford12@gmail.com,9-5,2023-10-11
1795,Dispensary,DAAA-NOM1-427E,Savage Mountain Cannabis Company,Savage Mountain Cannabis Company,806 Roosevelt avenue,74570,Stuart,Hughes,(405) 423-1699,savagemountaincc2020@gmail.com,10am- 10pm,2023-10-11
1796,Dispensary,DAAA-PCZ3-IHRH,FAERIE FIRE LLC,FAERIE FIRE LLC,219 S GRADY ST,73521,ALTUS,Jackson,(580) 687-5136,colton_t_hays@yahoo.com,N/A,2023-10-11
1797,Dispensary,DAAA-NLOO-91RT,Altai SE Store LLC,Firebox Dispensary,,73448,Marietta,Love,(972) 955-0263,jason@altailegacy.com,Monday - Friday 9am to 5pm,2024-10-12
1798,Dispensary,DAAA-98DR-UHRO,Cannaplex LLC,,,,Afton,Delaware,,,,2023-10-12
1799,Dispensary,DAAA-TJ9E-9KOB,L1F3 Capital,L1F3 Experience,1704 North Meridian Avenue,73107,Oklahoma City,Oklahoma,(405) 602-9873,kevinjones.kej@gmail.com,,2023-10-12
1800,Dispensary,DAAA-1Q68-UFZ4,"Cabin Creek Holdings, LLC",,,,Sapulpa,Creek,,,,2023-10-13
1801,Dispensary,DAAA-BKD3-W1O7,A & S Tulsa LLC,Ash Express Dispensary,520 S Ash St,74048,Nowata,Nowata,(918) 273-9994,ashexpressok@gmail.com,10:00 am - 9:00 pm,2023-10-17
1802,Dispensary,DAAA-IFBH-YUUX,"Logan's Farm, LLC",Bob's at Crush Gardens 9,,73034,Edmond,Logan,(405) 816-4668,dswisher49@att.net,N/A,2023-10-17
1803,Dispensary,DAAA-981J-037G,"Ogre Village, LLC",Ogre Village,,74964,Watts,Adair,(402) 440-2255,sbombola@sbcglobal.net,0700 - 2000,2023-10-17
1804,Dispensary,DAAA-OW40-IY91,"Ogre Village, LLC",Ogre Village,,74964,Watts,Adair,(402) 440-2255,sbombola@sbcglobal.net,0700 - 2000,2023-10-17
1805,Dispensary,DAAA-1M8O-I41N,An Apothecary Dispensary LLC,An Apothecary Dispensary LLC,,73080,Purcell,McClain,(405) 585-9103,ricki.ramshead@gmail.com,8-9,2023-10-18
1806,Dispensary,DAAA-3FZ3-PBT5,"Legends Never Die, LLC","Legends Never Die, LLC",,74105,Tulsa,Tulsa,(405) 659-0522,kerim@cali-x.com,N/A,2023-10-18
1807,Dispensary,DAAA-2JVG-XZ4M,HAQS 1000 LLC,HAQS 1000,,73044,Guthrie,Logan,(405) 626-0380,haqs1000@hotmail.com,N/A,2023-10-18
1808,Dispensary,DAAA-30HY-ARCS,XC Choctaw Dispensary LLC,XC Choctaw Dispensary LLC,,73020,Choctaw,Oklahoma,(405) 512-9125,davidmodestojimenez@gmail.com,N/A,2023-10-18
1809,Dispensary,DAAA-50TD-1M7K,Herbal Bud Healers LLC,Herbal Bud Healers LLC,1101 NE 1ST ST,74361,PRYOR,Mayes,(651) 208-8839,kozxiong@gmail.com,8am to 9pm,2023-10-19
1810,Dispensary,DAAA-6TKI-8LKB,"August-McKinney, LLC",Lakeside Dispensary,715 E Rogers Blvd,74070,Skiatook,Tulsa,(918) 814-5642,tim@timothygroup.net,N/A,2023-10-19
1811,Dispensary,DAAA-81HC-CLYV,Green Releaf Dispensary LLC,Green Releaf Dispensary LLC,710 S Wheeler AVE,74955,Sallisaw,Sequoyah,(703) 342-8440,greenreleafdispo@gmail.com,10:00 am - 9:00 pm,2023-10-19
1812,Dispensary,DAAA-Q2C2-EO50,"Mango Group Lawton, LLC",Mango Group Lawton,,73505,Lawton,Comanche,(580) 699-5414,kevin@mangocannabis.com,Sunday-Thursday 10a - 10p; Friday and Saturday 10a - 12a,2023-10-24
1813,Dispensary,DAAA-0NPR-VWEA,The Nug Shack 1 LLC,The Nug Shack 1 LLC,,73025,Edmond,Logan,(405) 823-3744,shawn@tsgp.rocks,N/A,2023-10-28
1814,Dispensary,DAAA-JKA9-23F5,"Endo, Inc.","Endo, Inc.",515 S Main St,74103,Tulsa,Tulsa,(918) 896-2650,endo.downtown@gmail.com,N/A,2023-10-31
1815,Dispensary,DAAA-JQH0-FRII,Hashfoxx LLC,Hashfoxx LLC,2701 North Western Avenue,73106,Oklahoma City,Oklahoma,(405) 612-1760,kalinj@rocketmail.com,N/A,2023-10-31
1816,Dispensary,DAAA-A2KM-I83L,GreenGo House,GreenGo House,19230 S Frontage Rd,73662,Sayre,Beckham,(806) 463-8450,greengogrows@gmail.com,12pm-8pm,2023-11-01
1817,Dispensary,DAAA-4GJ1-8YKH,Farmers Market Buds Dispensary LLC,OKC Flowerhouse,,73108,Oklahoma City,Oklahoma,(405) 492-0361,william@farmersmarketbuds.com,N/A,2023-11-04
1818,Dispensary,DAAA-R5AX-AVOM,Austinite Cannabis Company LLC,Austinite Cannabis Company,5627 W Broadway,73401,Ardmore,Carter,(512) 657-4241,estella@austinitecannabis.co,Sun-Sat 24 hours,2023-11-04
1819,Dispensary,DAAA-50M7-D69Q,"Proud Mary Cannabis, LLC",Proud Mary Cannabis,2410 North Robinson Avenue,73103,Oklahoma City,Oklahoma,(214) 604-6645,info@proudmarycannabis.com,10:00am-12:00am,2023-11-04
1820,Dispensary,DAAA-KMJW-3Q1E,7 Leaf Solutions LLC,7 Leaf Solutions LLC,,74820,Ada,Pontotoc,(580) 235-6073,7leafsoklahoma@gmail.com,N/A,2023-11-04
1821,Dispensary,DAAA-9BY4-2C2V,"Chopper Farms, LLC","Chopper Farms, LLC",,73026,Norman,Cleveland,(405) 795-9005,isaiah@caspergravessmith.com,N/A,2023-11-07
1822,Dispensary,DAAA-RDW5-J6ZR,Adair County Distro Inc.,Adair County Distro Inc.,81808 HWY 59,74960,Stilwell,Adair,(918) 822-1846,whitestax2014@yahoo.com,9am to 10 pm,2023-11-07
1823,Dispensary,DAAA-CTE8-GOJ3,Firefly Dispensary LLC,Firefly Dispensary LLC,,74425,Canadian,Pittsburg,1 (918) 916-3617,fireflydispo@gmail.com,,2023-11-07
1824,Dispensary,DAAA-QN6V-5ECJ,"Yowie Dispo, Inc.",Squatch Co.,418905 TEXANNA ROAD,74432,EUFAULA,McIntosh,(539) 269-2151,dg@squatchcodispo.com,Mon- Sat 10:00am- 9:00pm and Sunday 10:00am- 6:00pm,2023-11-07
1825,Dispensary,DAAA-ZUIM-EKD8,Hemp Rx LLC,Hemp Rx,8160 S Memorial Dr.,74133,Tulsa,Tulsa,(918) 994-7204,joellen@whitebuffalotulsa.com,"10am-9pm Monday-Thursday, 10am-10pm Friday & Saturday, Closed Sunday",2023-11-07
1826,Dispensary,DAAA-X3D1-O1RE,"Greenhouse Partners 2, LLC",Greenhouse Partners 2,235 SE 29th Street,73129,Oklahoma City,Oklahoma,(405) 361-6984,greenhousepartners2llc@gmail.com,8:00AM TO 11:00PM,2023-11-08
1827,Dispensary,DAAA-I6KQ-QAHC,Uncle Mondos LLC,dianela gomez,,73008,Bethany,Oklahoma,(405) 491-5133,unclemondos@gmail.com,N/A,2023-11-08
1828,Dispensary,DAAA-XDLL-54QY,Doobie Shack LLC,Doobie Shack LLC,10306 w TRAIL RD,73028,crescent,Kingfisher,(405) 326-1303,uzair_muhammad2010@hotmail.com,N/A,2023-11-09
1829,Dispensary,DAAA-ZSNX-KRIS,The Runtz Factory llc,The Runtz Factory llc,,74115,Tulsa,Tulsa,(918) 551-6011,theruntzfactory@gmail.com,10-7,2023-11-09
1830,Dispensary,DAAA-717D-KKQP,GREEN KINGDOM LLC,GREEN KINGDOM LLC,6616 NE 23rd Street,73141,Oklahoma City,Oklahoma,(405) 227-3837,tuann73179@yahoo.com,8 AM TO 8 PM,2023-11-14
1831,Dispensary,DAAA-PD5C-GPRC,HRBN LLC,HRBN,,73109,Oklahoma City,Oklahoma,(619) 846-7696,kmparish@live.com,10-9,2023-11-14
1832,Dispensary,DAAA-R4AT-OIEZ,"OKAF, Inc",Apothecary Extracts,7290 E 15th,74421,Beggs,Okmulgee,(405) 400-7720,okaf@aextracts.com,9am-5pm,2023-11-15
1833,Dispensary,DAAA-9BQW-2TXH,ROYAL SWEETS DISPENSARY LLC,ROYAL SWEETS DISPENSARY LLC,7220 S Western Ave Suite 110,73139,Oklahoma City,Oklahoma,(806) 332-3005,royalsweetsdispo@gmail.com,10 AM TO 10 PM,2023-11-15
1834,Dispensary,DAAA-RYKR-3T3O,Springbrook Dispensary LLC,Springbrook Dispensary LLC,37617 45th Street,74804,Shawnee,Pottawatomie,(405) 496-8234,seankincheloe@gmail.com,N/A,2023-11-15
1835,Dispensary,DAAA-27BQ-21ZM,"Logan's Farm, LLC",Bob's at Crush Gardens 3,,73034,Edmond,Logan,(405) 816-4668,dswisher49@att.net,N/A,2023-11-15
1836,Dispensary,DAAA-JYK5-35AM,"Trifecta Farms, LLC","Trifecta Farms, LLC",,73112,Oklahoma City,Oklahoma,(405) 223-1078,vincent1107@aol.com,9am to 10pm,2024-11-15
1837,Dispensary,DAAA-ERLL-HQGE,3rd Coast Alternative Solutions LLC,3rd Coast Alternative Solutions LLC,5901 sw deyo mission rd,73505,Lawton,Comanche,(409) 433-3102,dean420lynch@gmail.com,N/A,2023-11-15
1838,Dispensary,DAAA-QBBQ-13TM,"Kianna Pharm, LLC",Kianna Pharms,1336 Saybrook Road,73401,Ardmore,Carter,(682) 597-2252,tuann73179@yahoo.com,N/A,2023-11-16
1839,Dispensary,DAAA-GM45-JX54,EFFUSION-HALL OF FLOWERS C-CORPORATION,BUD LIGHTZ #7,11308 North Garnett Road East,74055,Owasso,Tulsa,(214) 784-5528,elton.ferns78@gmail.com,9:00AM-5:00PM,2023-11-16
1840,Dispensary,DAAA-GPEI-MZ0J,Stratus Nexum Inc,Stratus Nexum Inc,12965 County Road 1538,74820,Ada,Pontotoc,(405) 998-5151,stratusnexum@gmail.com,1:00pm - 8:00pm,2023-11-16
1841,Dispensary,DAAA-N9E8-6U4Z,"White smoke,L.L.C",White smoke,11015 North Pennsylvania Avenue ste 400,73120,Oklahoma,Oklahoma,(405) 822-1010,whitesmoke5554@gmail.com,N/A,2023-11-16
1842,Dispensary,DAAA-PTKR-36Z0,"HHMS, LLC","HHMS, LLC",6501 S 642 Road,74363,Quapaw,Ottawa,(918) 541-6882,atjoygrowers@hotmail.com,10 am - 8 pm,2023-11-16
1843,Dispensary,DAAA-QFSZ-HCY7,hemp mother llc,hemp mother llc,8614 US HWY 412,74338,COLCORD,Delaware,(918) 262-2038,hempmother@gmail.com,9-12,2023-11-16
1844,Dispensary,DAAA-ZZDB-2Z0W,"Rocking Y Dispensary, INC",Rocking Y Dispensary,69884 E 100 Rd,74370,Wyandotte,Ottawa,(918) 812-7427,rockingydispo@gmail.com,10:00a-7:00p,2023-11-17
1845,Dispensary,DAAA-M5EI-B2DI,"Black Sails Cannabis Company, LLC","Black Sails Cannabis Company, LLC",,73055,Marlow,Stephens,(254) 434-7170,blacksailscannabis@gmail.com,N/A,2023-11-17
1846,Dispensary,DAAA-EMRP-C1EC,OklaStona Farms Dispensary LLC,OklaStona Farms Dispensary,,73044,Guthrie,Logan,(561) 313-7609,oklastonafarms@gmail.com,by Appointment only,2023-11-17
1847,Dispensary,DAAA-ZRL9-63CH,3rd Coast Alternative Solutions LLC,3rd Coast Alternative Solutions LLC,5901 sw deyo mission rd,73505,Lawton,Comanche,(409) 433-3102,dean420lynch@gmail.com,N/A,2023-11-17
1848,Dispensary,DAAA-EA68-HY3A,"OKAF, Inc",Apothecary Extracts,7290 E 15th STE 2,74421,Beggs,Creek,(405) 400-7720,okaf@aextracts.com,N/A,2023-11-18
1849,Dispensary,DAAA-UGEX-3OO4,Hanger Consultation & Investments Co LLC,dba Hourglass Extracts,"7680 Nugget Hill Street, Ste 1",73025,Edmond,Logan,(580) 370-8093,hangerconsultation@gmail.com,10am - 4pm,2023-11-18
1850,Dispensary,DAAA-1J5P-QUIK,"Sky Leaf Cannabis BA, LLC","Sky Leaf Cannabis BA, LLC",1156 N 38th St,74014,Broken Arrow,Wagoner,(918) 940-4835,sales@skyleafok.com,10am - 10pm,2023-11-18
1851,Dispensary,DAAA-AERI-CY23,A TRIP TO THE MOON LLC,A TRIP TO THE MOON LLC,,73002,ALEX,Grady,(405) 200-5045,moonidustries.okla@gmail.com,N/A,2023-11-21
1852,Dispensary,DAAA-HGXG-8T0Y,Tilted Holdings LLC,Tilted Holdings LLC,1731 N Main St,74354,Miami,Ottawa,(918) 544-8008,fulltiltcannabis.ok@gmail.com,N/A,2023-11-21
1853,Dispensary,DAAA-B2JD-B43Y,Tilted Holdings LLC,Tilted Holdings LLC,1731 N Main St,74354,Miami,Ottawa,(760) 600-6809,jasonelsassercv@gmail.com,Monday - Saturday 8am-8pm,2023-11-21
1854,Dispensary,DAAA-OIMN-IHN0,"Delirium Dispensary, LLC",Delirium Dispensary,431 South Wilson Street,74301-4245,Vinita,Craig,(918) 855-9220,deliriumdispensary@yahoo.com,10a.m.-9p.m.,2023-11-21
1855,Dispensary,DAAA-OH3I-YR5F,"Logan's Farm, LLC",Bob's at Crush Gardens 7,,73034,Edmond,Logan,(405) 816-4668,dswisher49@att.net,N/A,2023-11-21
1856,Dispensary,DAAA-J44P-PRKD,Doc Holidaze Dispensary LLC,Doc Holidaze Dispensary LLC,,73042,Gracemont,Caddo,(405) 808-1985,smglaurens@gmail.com,N/A,2023-11-22
1857,Dispensary,DAAA-SVEH-1PTS,Toke and Grow LLC,Toke and Grow LLC,1317 SW Frank Phillips Blvd,74003-3208,Bartlesville,Washington,(918) 332-0485,chuckthorpe8425@yahoo.com,N/A,2023-11-22
1858,Dispensary,DAAA-FVF8-SCA8,Turner Love LLC,Turner Love LLC,1505 Memorial Dr,73448,Marietta,Love,1 (972) 322-1677,turnerlovebud@gmail.com,9am-5pm,2023-11-22
1859,Dispensary,DAAA-H8NA-WT9G,"Logan's Farm, LLC",Bob's at Crush Gardens 8,,73034,Edmond,Logan,(405) 816-4668,dswisher49@att.net,N/A,2023-11-22
1860,Dispensary,DAAA-VXSO-QKS2,Sandica Supply LLC,Sandica Supply LLC,,74012,Broken Arrow,Tulsa,1 (918) 932-3003,cabbott@gcsreliable.com,N/A,2023-11-22
1861,Dispensary,DAAA-SAV1-D64H,"Exotic Ventures, LLC",Phamily Trees Dispensary,,73131,Oklahoma City,Oklahoma,(405) 554-4867,phamilytreesdispo@gmail.com,Monday - Sunday 9 AM to 8 PM,2023-11-22
1862,Dispensary,DAAA-M2FD-1K8P,Lois hicks,Nanaz Greenz,,74965,Westville,Adair,(918) 723-3556,lois.143hicks@gmail.com,,2023-11-22
1863,Dispensary,DAAA-M4M1-BOOE,GREEN UNICORN DISPENSARY INC,GREEN UNICORN DISPENSARY,103010 HIGHWAY 56,74859,OKEMAH,Okfuskee,(336) 480-5737,greenunicorndispensaryinc@gmail.com,09AM-06PM,2023-11-23
1864,Dispensary,DAAA-CJ1F-KDPV,"ESCC Inc., LLC",The Farmacy Dispensary Wellness Clinic,8333 South Shields Boulevard,73149,Oklahoma City,Oklahoma,(405) 394-3848,everyseedcannaco@hotmail.com,by appointment,2023-11-29
1865,Dispensary,DAAA-3X9N-2SJG,Green Rush Ventures LLC,Green Rush Ventures LLC,,74432,Eufaula,Pittsburg,(918) 452-2181,greeenrushholdingsllc@gmail.com,N/A,2023-11-29
1866,Dispensary,DAAA-4PT4-Y3BI,Green Rush Ventures LLC,Green Rush Ventures LLC,,74432,Eufaula,Pittsburg,(918) 452-2181,greenrushholdingsllc@gmail.com,N/A,2023-11-29
1867,Dispensary,DAAA-Q53B-HO1U,Green Rush Ventures LLC,Green Rush Ventures LLC,,74432,EUFAULA,Pittsburg,(918) 452-2181,greenrushholdingsllc@gmail.com,N/A,2023-11-29
1868,Dispensary,DAAA-R5OX-3E84,Spaced Out Dispensary LLC,Spaced Out Dispensary LLC,,73450,Milburn,Johnston,(580) 232-0348,peaceinthepinesgrowery@gmail.com,M-F 8am-6pm,2023-11-29
1869,Dispensary,DAAA-6GLM-RX3G,Jake's Fire LLC,Jake's Fire LLC,2305 LEO SUN ST,74804,Shawnee,Pottawatomie,(405) 361-2985,jakesfireok@gmail.com,10-5,2023-11-29
1870,Dispensary,DAAA-J8PN-UL8K,"405 Gas Station 2, LLC","405 Gas Station 2, LLC",14022 SE 29th St,73020,Choctaw,Oklahoma,(405) 931-3600,405gasstation2@gmail.com,N/A,2023-11-30
1871,Dispensary,DAAA-DTIJ-ZXRQ,Roots of Nature LLC,Roots of Nature LLC,,73044,Guthrie,Logan,(313) 949-2171,creamco405@gmail.com,By appointment,2023-11-30
1872,Dispensary,DAAA-JVIH-7HID,Smith Cannabis Co,Smith Cannabis Co,205 Buffalo Street,74729,Caddo,Bryan,(918) 470-1907,dazeyscannabisco@gmail.com,10:00am-8:00pm,2023-11-30
1873,Dispensary,DAAA-WF23-AI0M,BlackSheep Enterprise llc,Drip Fine Cannabis,443 SW 89th Street,73139,Oklahoma City,Oklahoma,(929) 327-0908,blacksheepdrip@gmail.com,10 am -10pm Monday-friday,2023-11-30
1874,Dispensary,DAAA-GSJO-UGR1,POCOLA NATURAL HEALTH LLC,POCOLA NATURAL HEALTH LLC,1304 E FOLSOM BLVD,74902,POCOLA,Le Flore,(918) 503-4053,rolandnaturalhealth@yahoo.com,24/7,2023-11-30
1875,Dispensary,DAAA-5M4D-SHGP,ELITE GREEN LEAF LLC,ELITE GREEN LEAF LLC,17591 STATE HWY 98,74736,GARVIN,McCurtain,(903) 249-8346,flower@elitegreenleaf.com,9:00 AM - 8:00 PM,2023-11-30
1876,Dispensary,DAAA-GWT5-ZT80,"FUMOSO, LLC","FUMOSO, LLC",720 N Main St,73521,Altus,Jackson,(786) 371-4796,glevy4477@yahoo.com,N/A,2023-12-01
1877,Dispensary,DAAA-7H7U-ZDTA,River Valley Natural Health LLC,River Valley Natural Health LLC,,74946,Moffett,Sequoyah,1 (918) 503-4053,rolandnaturalhealth@yahoo.com,24/7,2023-12-01
1878,Dispensary,DAAA-VCRE-G7PY,"FAVE Cannabis, LLC","FAVE Cannabis, LLC",107348 S 4170 Road,74426,Checotah,McIntosh,(405) 600-7837,jright30@gmail.com,11am-11pm,2023-12-01
1879,Dispensary,DAAA-V5D3-4DTP,HGDPS1 LLC,High Guys Dispensaries,2121 South Portland Avenue Ste A,73108,Oklahoma City,Cleveland,1 (405) 212-9238,compliance@gethighguys.com,9-6 M-F,2023-12-01
1880,Dispensary,DAAA-V8K5-ED84,TRIPLE OG LLC,TRIPLE OG DISPENSARY,1124 N WASHINGTON ST,73401,ARDMORE,Carter,(580) 559-1168,keepitlit.ardmore@gmail.com,24 hours,2023-12-01
1881,Dispensary,DAAA-VVIN-2GVM,Ronald Lee,Hippies Gold,19041 state highway 9,73005,Anadarko,Caddo,1 (580) 399-3931,hippiesgold@gmail.com,9am-10pm,2023-12-01
1882,Dispensary,DAAA-0EW8-905Z,DR PAULS MEDICAL HERBS LLC,DR PAULS HERBAL DISPENSARY,8778 N HWY 81,73573,WAURIKA,Jefferson,(940) 631-7348,drpaulmedicalherbs@gmail.com,10:00 AM - 9:00 PM,2023-12-01
1883,Dispensary,DAAA-CSBZ-ZH20,"NeverRest, LLC",NeverRest,,74338,West Siloam Springs,Delaware,(813) 760-9170,neverrestllcok@gmail.com,N/A,2023-12-02
1884,Dispensary,DAAA-IW07-TJS2,"Native Harvest, LLC","Native Harvest, LLC",222 E Sheridan Ave - Suite 1,73104,Oklahoma City,Oklahoma,(405) 234-6525,marty@nativeharvestfarms.com,9:00 am - 10:00 pm,2023-12-05
1885,Dispensary,DAAA-OAKB-OL3U,"The Trap Cannabis Dispensary, LLC",The Trap Cannabis Dispensary,1703 East 56th Street North,74130,Tulsa,Tulsa,(918) 408-1560,danco12@cox.net,N/A,2023-12-06
1886,Dispensary,DAAA-HYKS-SWSW,BSMelton LLC,BSMelton LLC,,73014,Calumet,Canadian,(405) 417-4054,rhonda@davidstanleyautogroup.com,N/A,2023-12-07
1887,Dispensary,DAAA-CG23-L8N5,"Push Xotics, LLC",Xotic Steppers,1017 N Flood Ave,73069,Norman,Cleveland,(918) 344-6130,growcannabisllc@gmail.com,N/A,2023-12-07
1888,Dispensary,DAAA-8CH2-YSOE,Top Notch Cannabis Dispensary LLC,Highly Green Dispensary,1401 East Memorial Road,73131,Oklahoma City,Oklahoma,(405) 506-9100,highlygreendispensary@gmail.com,"(9am - 9pm Monday to Thursday), (9am - 10pm Thursday - Friday), (12am - 7pm Sunday)",2023-12-08
1889,Dispensary,DAAA-YKX0-JD57,Black Unicorn Dispensary LLC,Black Unicorn Dispensary LLC,,74868,Seminole,Seminole,(405) 339-4001,shop@bug.gallery,N/A,2023-12-12
1890,Dispensary,DAAA-VLU2-HL2P,J&C DISPENSARY LLC,J&C DISPENSARY LLC,,73554-1617,MANGUM,Greer,(580) 649-0812,corosco42@gmail.com,6am to 12am M-S,2023-12-12
1891,Dispensary,DAAA-SJHY-K49Y,The Happy Crop LLC,The Happy Crop LLC,27241 NS 411 RD,74048,Nowata,Nowata,(918) 418-3513,joe@thehappycrop.com,N/A,2023-12-13
1892,Dispensary,DAAA-KD4Y-U8ZE,"Flavor Town Dispensary, LLC","Flavor Town Dispensary, LLC",507 Highway 59 N,74937,Heavener,Le Flore,(479) 651-7529,cynthiasdepo@gmail.com,N/A,2023-12-13
1893,Dispensary,DAAA-3ZSY-4M23,Lucky Seven Dispensery LLC,Lucky Seven Dispensery LLC,,74115,Tulsa,Tulsa,(918) 500-7174,garciagarciarafael17@gmail.com,N/A,2023-12-13
1894,Dispensary,DAAA-V93P-OGDU,Big Creek Enterprises LLC,Big Creek Dispensary,,73034,Edmond,Logan,(203) 914-8894,erschultz926@gmail.com,N/A,2023-12-13
1895,Dispensary,DAAA-K0GF-4JLY,"Connoisseur Cannabis, LLC","Connoisseur Cannabis, LLC",,73120,Oklahoma City,Oklahoma,(918) 949-6172,okconnoisseur@gmail.com,8am - 6pm,2023-12-13
1896,Dispensary,DAAA-UAUQ-98JN,The greenhouse and supply co #3 llc,The greenhouse and supply co #3 llc,317 n main st,73017,Cement,Caddo,(405) 933-4114,thegreenhouseandsupplyco@yahoo.com,9am-9pm,2023-12-13
1897,Dispensary,DAAA-9EQM-P0RB,Slaughterhouse canna dispensary LLC,Slaughterhouse canna dispensary LLC,,73446,Madill,Marshall,(720) 387-9059,carlbrouwer0@gmail.com,11am-6PM,2023-12-13
1898,Dispensary,DAAA-7F7L-L0TF,TAJ LLC,Rainbow Dispensary,1004 North Garnett Road East,74116,Tulsa,Tulsa,(918) 863-3551,rainbowdispensary02@gmail.com,N/A,2023-12-14
1899,Dispensary,DAAA-X3JL-52NB,"Terp House, LLC","Terp House, LLC",,74048,Nowata,Nowata,(530) 635-5329,terphouseok@gmail.com,N/A,2023-12-14
1900,Dispensary,DAAA-TIJW-1JRN,LIVWELL MEDS OF CALERA INC,LIVWELL MEDS OF CALERA INC,5099 US Highway 69,74730-4010,Calera,Bryan,1 (405) 535-6038,livwellmedscalera@gmail.com,10am - 5pm,2023-12-15
1901,Dispensary,DAAA-T2XC-XOMW,420 Broadway 1,420 Broadway 1,420 West Broadway Street,74401,Muskogee,Muskogee,(405) 838-0272,420broadway1@gmail.com,9-5,2023-12-18
1902,Dispensary,DAAA-8PXZ-9S4Y,Eagle Feather Reserve III LLC,Eagle Feather Reserve III LLC,,74631,Blackwell,Kay,(405) 788-6535,kristi@eaglefeatherreserve.com,Not Open for Business- Working on COO,2023-12-18
1903,Dispensary,DAAA-GOBR-TDZQ,"Black Hat Retail 2, LLC","Black Hat Retail 2, LLC",,74331,Afton,Delaware,(720) 600-8491,jack@blackhatfarms.com,,2023-12-19
1904,Dispensary,DAAA-ICO5-ZPK2,"Ferg Brothers, LLC",UTERPIA,1665 Legacy Drive,73533,DUNCAN,Stephens,(580) 560-9779,fergbrothersllc@gmail.com,N/A,2023-12-19
1905,Dispensary,DAAA-TYWQ-F85H,"Angie's Garden, LLC","Angie's Garden, LLC",7260 S. Post Rd,73044,Guthrie,Logan,(405) 819-4712,cwebb4ou@gmail.com,N/A,2023-12-20
1906,Dispensary,DAAA-374O-YUVK,THE 420 JOINT LLC,THE 420 JOINT GROVE,108 S BROADWAY,74421,BEGGS,Okmulgee,(918) 607-3090,thetwistedtumbleweedcorp@gmail.com,11-9,2023-12-21
1907,Dispensary,DAAA-IXVZ-MDFV,THE 420 JOINT II LLC,420 JOINT KETCHUM,1984 W Ketchum Ave,74301,Vinita,Craig,(918) 607-3090,thetwistedtumbleweedcorp@gmail.com,11-9,2023-12-21
1908,Dispensary,DAAA-FJQT-IQAY,OKIE LEAF DISPENSARY LLC,OKIE LEAF DISPENSARY,12603 S HIGHWAY 66,74017,Claremore,Rogers,(918) 393-3334,asad@okieleaf.com,"Monday- Saturday 8AM-10PM, Sunday 10AM-9PM",2023-12-21
1909,Dispensary,DAAA-YHEA-8BIR,Brickyard Budz LLC,Brickyard Budz LLC,940 NW Sunset Blvd,74003,Bartlesville,Washington,(918) 766-6949,mjohnson7020@gmail.com,N/A,2023-12-21
1910,Dispensary,DAAA-QVC6-B8VR,"Jagged Quail Investments, Inc.","Jagged Quail Investments, Inc.",821 Centennial Boulevard,73013,Edmond,Oklahoma,(214) 218-9853,scott@jaggedquail.com,9-5 Daily,2023-12-21
1911,Dispensary,DAAA-X7XP-Q2J9,"Green Supreme Rockwell Ave, LLC","Green Supreme Rockwell Ave, LLC",9710 Oak Cliff Drive,73034,Edmond,Logan,(918) 707-0655,budguys@mail.com,9 am to 9 p.m.,2023-12-21
1912,Dispensary,DAAA-QJ0N-J0XK,"American Cannabis Company - 17, LLC","American Cannabis Company - 17, LLC",8875 Penny Lane Ste A.,73044,Guthrie,Logan,(541) 944-3385,healingfarms420@gmail.com,10am - 12pm,2023-12-22
1913,Dispensary,DAAA-NB7L-UEQN,"Herblo OKC, Inc","Herblo OKC, Inc",,73003,Edmond,Oklahoma,(314) 728-0035,herblocannabisco@gmail.com,9-5,2023-12-22
1914,Dispensary,DAAA-V430-G70H,Humphrey Miller,Hump's House Of Buds,1501 Business 70,74701,Durant,Bryan,(580) 924-8552,hj814life@gmail.com,8 AM-5PM,2023-12-22
1915,Dispensary,DAAA-DQBI-QMLN,Flower Bar LLC,Flower Bar LLC,,74653,Tonkawa,Kay,(310) 279-9521,alansoleyman@yahoo.com,,2024-05-15
1916,Dispensary,DAAA-3HSJ-82EF,"Royal Leaf Cannabis Dispensary, LLC","Royal Leaf Cannabis Dispensary, LLC",294 Dodson School Road,74726,Bokchito,Bryan,(405) 724-8786,royalleafcannabisdispensary@gmail.com,Mon-Sat:10-7,2023-12-22
